ID,Author,Genre,Date,Cleaned Text,Provenance,Personnes,Lieux,Text Irregularities
TM 36689,nan,account,AD 500 - 599,ἴσον γνώσεως οἴνο μαρίας κανό ια νδικ μάρτης μουσαίο κυμινοπώλ ν α π α καιι ἀνοῦφις μακαρίο κυμινοπώλ ν π α ἀπολλῶς τβίκτωρ καθαρουργὸς ν π το ἀνοφις καστρασανοῦ καὶ φοιβάμ ἀβρααμίο ινπώλ ἐξ ἀλελεγγύης ν α π α ἡράκλιος πατασάϊτος ν α π α τὸ αὐτ πκουίτος κορεὺς ν γ τὸ αὐτ ἰσὰκ ἀδελφὸς αὐτο ν γ τὸ ἀπολλῶς παουνίο ν γ τὸ τσεμουθης ν γ τὸ τὰ πάντ ν ϛ γ οἴ ἀγγ σνγ καὶ εἰς οσουτ οἴ ἀγγ σοθ καὶ μεγαλόκουφ λε ες οἴν π μαρίας ἀγγ καὶ οἴν ἀγγ κ καὶ μεγαλόκουφ,Aphrodito,"μαριας, μαρτης, μουσαιου, ανουφις, μακαριου, απολλως, τβικτωρ, ανουφις, καστρασανου, φοιβαμμων, αβρααμιου, ηρακλιος, πατασαιτος, πκουιτος, ισακ, απολλως, παουνιου, τσεμουθης, μαριας, ",,"['αλελεγγυης: αλληλεγγυης', 'κορευς: κουρευς']"
TM 36690,nan,list,AD 500 - 599,συναγόμενον τῶ ὑ ωάννην ὑπὸ βίκτορα πα ὑπὸ βίκτορα α ὑπὸ βίκτορα και ὑὸ ἀπλων ὑπὸ κῦρον σα τὸ ὑπὸ β άμιον ψ,Aphrodito,"ιωαννην, βικτορα, πατερμουθιου, βικτορα, α, βικτορα, , απλων, κυρον, σα, αβρααμιον, ψαιου, ",,[]
TM 36691,nan,list,AD 500 - 599,βόττος κ ρξδ ἰωάννης κ νβ ἀπολλῶς κ μζ γ τρ κ α γ αιρμ κ κ σο,Aphrodito,"βοττος, ιωαννης, απολλως, τρ, χαιρημων, ",,[]
TM 36692,nan,administration,AD 500 - 599,ἐκκλ εὐφροσύνου σπορ ε δ λβ ψιμπανωβετ κύρου καὶ ἰερημία ἀδελφ σπ ιγ εὐτροπίας κοίραννο σπορ α δ ιϛ βῆσις ἀνουβίωνος καὶ λεότιο δελφ σ βίκτωρ ταβελλίων ἀπὸ ἀφ σπ δ η δι τῆς ἐκκλ εὐφροσ σπ ε δ δι ψιμπανωβετ κύρο καὶ ἰερη ἀδελφ σπ ιε η ιϛ βάμμωνος απο,Aphrodito,"ευφροσυνου, ψιμπανωβετ, κυρου, ιερημιας, ευτροπιας, κοιραννου, βησις, ανουβιωνος, λεοντιος, βικτωρ, ευφροσυνου, ψιμπανωβετ, κυρου, ιερημια, φοιβαμμωνος, ",απο αφροδιτης,[]
TM 36693,nan,receipt,AD 500 - 599,ρὸς τοὺ στάτο ας οκρισαρίους μηνᾶν κὶ ἰω τοὺς καὶ ἐκθεμένους τὸ ὸ γραμμάτιον ὴ πὸς ἄλ ι δαφέροντα τῷ αὐτῷ μο μὴ π ο προαναφερομένου ἀραίο γραμματίου ἤτο τῶν ἐ αὐτ φεροω ἴνου κνιδί εν αφήν τιν τ μμά ομινας μ περὶ ἑτέρου ιν τὸ σύνολον ταύτης ἕε ἀλλ καὶ προσομολο ἀναδιδόνα τ νευθὲν γραμμάτιον ἀντιλογίας καὶ μείας νοίας καὶ μὴ ἀδόν ἀρ καὶ ἕωλο καὶ ἀνίσχυρον εἶναι προφερόμενον παρά τε ἐμοῦ καὶ ἑτέρου οἵου δήποτε πρσώπου ἐν δικαστηρίῳ καὶ ἐκτὸς δικαστηρίου καὶ ἀζημίους καὶ ἀνενοχλήτους καὶ ἀβλαβεῖς καὶ ἀπεριστάτους φυλάττιν ὑμᾶς καὶ τὸ εὐαγὲς ὑμῶν οναστή καὶ αὐτῷ διαφέροντας ταύτης ἕνεκα τῆς αἰτίας ἐνόχους ἐν τούτῳ προσκαταστήσας καὶ τοὺς ἐμοὺς κληρονόμους καὶ παντοίους διαδόχους καὶ πρὸς ἀσφάλειαν καὶ ἀπόδειξιν ὑμῶν καὶ τοῦ εὐαγοῦς μοναστηρίο πουινκώρεως πεποίημαι ταύτην τὴν ὁμολογίαν τῆς ἀσφαλείας κυρίαν οὖσαν καὶ βεβαίαν πανταχο προφερομένην ἔν τε δικαστηρίῳ καὶ ἐκτὸς δικαστηρίου μεθʼ ὑπο γραφῆς ἐμῆς καὶ τῶν ἐξ αἰτήσεως ἐμῆς προσμαρτυρησάντων ἐν αὐτῇ καὶ εἰς τὰ προγεγραμμένα πάντα καὶ εἰς ἕκαστον αὐτῶν ἐπερωτηθεὶς ἐγὼ ὁ μνημονευθεὶς θεόδωρος ἐπίσκοπος παρὰ σο ἰωάννου τοῦ εὐλαβεστάτου μονάζοντος καὶ ἀποκρισιαρίου εἰς πρόσωπόν σοι ὡμολόγησα ἐγράφη μοναχὴ καθὼς ἤρεσεν θεόδωρος ἐλεεινό ἐπίκοπ τῆς πενταπολιτῶν ἁγίας ἐκκλησίας υἱὸς τοῦ μακαρίου ἰωάννο ὁ προγεγραμμένος πεποίημαι τήνδε τὴν ὁμολογίαν τῆς ἀσφαλείας τῷ εὐαγῖ ταβεννησιωτικῷ μονασ τηρίῳ ποεινκώρεος τῷ διακιμένῳ ἐπὶ τῆς μεγάλης ἑρμοπολιτῶν τῆς θηβαίων ἐπαρχίας διὰ σοῦ ἰωάννο τοῦ εὐλαβεστάτου μονάζοντος καὶ ἀπρίου ετ τολίου πεστῶτος τοῦ αὐτοῦ μοναστηρίου καὶ ὁμολογῶ δεξάμενος παρὰ σοῦ καὶ πληρωθὶς τὰ χίλια πεντακόσια κνίδια τοῦ οἴνου τὰ ἐποφληθέντα μοι κατὰ ἀγορεον γρμιν συνταχθὲν εἰς τὴν ἐμὴν προσηγορίαν παρὰ μηνᾶ καὶ ἰωάννο εὐλαβ μοναζόντων κὶ ἀποκριιίων το αὐτο μοναστηρίο μηδένα λόγον ἢ ἀγωγὴν ἔχιν μὴ ἐμαὶ μὴ λρυς μο μὴ πρὸς τὸ εἰρημένον εὐαγὲς μοναήριον μὴ πρὸς τὸν θεοφιλέστατον προεστῶτα ἢ ἄλλον τινὰ προήκοντα αὐτῷ προφάσι τοῦ εἰρημένου χρέους ἐπιδὴ δὲ ἔτυχον ἀποστίλας τὸ αὐτὸ γραμμάτιον ἐν τῇ θηω χώρᾳ πρὸς τὴν τοῦ αὐτο χρέους μεθοδίαν ὁμολογῶ ττο ἀποδιδόναι τῇ ὑμῶν εὐλαβίᾳ δίχα πάσης ἀντιλογία ἢ μένον ἀργὸν εἶναι καὶ ἀνύσχυρ πρφερόμενον π ἐμοῦ καὶ ἑτέρου οἵου δή ροσ καὶ μᾶς φυλάττιν καὶ τὸ εὐαγὲς μ μοστ τοῦ αὐτοῦ γραμματίο καὶ στοιχῖ μοι πάντα πρ ὶ ἐτη γησ τιμόθεος υἱὸς το μκ ἐν τοῖς σερίο μαρτυρῶ τδ ὁμ ρο τοῦ θεοσε ήλιος ἰσάκ υἱὸς το μακ οἰκῶ πρὸς τόπῳ καλομένῳ πυλῶν τατιανο ἐν τοῖς περγαμίο μαρτυρ ῇδε τῇ ὁμο ἐτιθεὶς παρὰ το θεμένο θεοδώρο το θεσεβεστατο ἐπισκόπο αὐρίλιος ἰουλι υἱὸς τοῦ μακαρίου θεωνᾶ οἰκῶν πρὸς τόπῳ τριῶ ερῶ ῖ ἀστερίο μαρτυρῶ τῇδε τῇ ὁμολογίᾳ αἰτιθὶς παρὰ τοῦ θεμένο θεοδώρου τοῦ θεοσεβεστάτου ἐπισκόπο μηνᾶς ἰωάννου συναλλαγματογράφ τόπου πύλ τατιανοῦ ἐτέλεσα  μι ἑτέραν θ καιρο ος τὸ εκ οναν τ,Alexandria,"μηναν, ιωαννην, θεοδωρος, ιωαννου, θεοδωρος, ιωαννου, ιωαννου, ανατολιου, ιωαννου, μηνα, αυρηλιος τιμοθεος, , θεοδωρου, αυρηλιος ισακ, , αυριλιος ιουλιανος, θεοδωρου, θεωνα, θεοδωρου, μηνας, ιωαννου, ","κκνιδικων, πουινκωρεως, πεκνταπολιτων, ταβεννησιωτικω, ποεινκωρεοκς, επι της μεγαλης ερμοκπολιτων, της θηβαιων επαρχιας, τα κνιδια, εν τκη θηβαιων χκωρα, εκν τοκικςκ ασκτεκρκικοκυ, προς τκοκπκωκ καλουμεκνκωκ πυλων τατιανου, εν τοις περγαμικοκυ, προς τοπω τριωκν ιερωκν, εν τοις αστεριου, τοπου πυλων τατιανου","['φυλαττιν: φυλαττειν', 'ευαγι: ευαγει', 'διακιμενω: διακειμενω', 'πληρωθις: πληρωθεις', 'αγορεον: αγοραιον', 'εμαι: εμε', 'εχιν: εχειν', 'επιδη: επειδη', 'προφασι: προφασει', 'αποστιλας: αποστειλας', 'μεθοδιαν: μεθοδειαν', 'ευλαβια: ευλαβεια', 'ανυσχυρον: ανισχυρον', 'φυλαττιν: φυλαττειν', 'στοιχι: στοιχει', 'ετιθεις: αιτηθεις', 'αυριλιος: αυρηλιος', 'αιτιθις: αιτηθεις']"
TM 36698,nan,letter,AD 500 - 599,gaplines δι ἐπειδὴ ἔπεμψα αὐτὸν εἰς ἀφρότιδη gaplines,Antaiopolis,,εις αφκροτιδην,['αφροτιδην: αφροδιτην']
TM 36699,nan,letter,AD 500 - 599,μέχρι νῦν τὴν τρίτην πέμψατε συντόμως ἐπειδὴ εν γέγονεν καθʼ ἡμῶν καὶ,Aphrodito,,,[]
TM 36700,nan,letter,AD 500 - 599,gaplines,Aphrodito,,,[]
TM 36701,nan,letter,AD 500 - 599,gaplines,Aphrodito,,,[]
TM 36703,nan,letter,AD 500 - 599,gaplines ἀδελφότης,Aphrodito,,,[]
TM 36704,nan,letter,AD 500 - 599,αὐτῶν καὶ μὰ τὴν ἁγίαν δεδ ὁλοκόττινα ηὗρον αὐτὰ παρὰ,Aphrodito,,,[]
TM 36705,nan,letter,AD 500 - 599,χμγ α τάξαι τὸ ὄνομα διοσκο ἀπολλῶτος ς τὴν γνῶσι τῶ ἐν καὶ ὁ εσπτης μο ὁ μεγαλοπρεπέστατ κόμες ἐξάλειψεν τὸ μεθʼ ὅρκου ὀμόσας εἵνα μὴ δώσῃ ὁ αὐτὸς διόσκορός τί ποτε εἵνα ε ἐκ τοῦ λόγο φρικὸν δὲ ὅρκον ἔλαβον παρὰ ἡρακλείο καὶ τῆσαι τὸν διόσκορον τὸν οἰκέην ὑμῶν εἶπαν μόνον ὅτι τάξον αὐτὸν ρωμεν είνους ἀπαιτῆσαι καὶ ἔταξα τὸ ὄνομα αὐτ κ οὕτως καὶ ἀπαιτησαν αὐτὸν κατὰ τὸ πληρωθῆναι αὐτοὺς τοῦ ου ἐκ πλήρους κυιακοῦ,Aphrodito,"διοσκορου, απολλωτος, διοσκορος, ηρακλειου, διοσκορον, ",,"['εινα: ινα', 'εινα: ινα', 'απαιτησαν: απαιτησαι']"
TM 36706,nan,letter,AD 500 - 599,gaplines νόννα νεμεσιανοῦ ἀσκληπιὸς δωροθέου κύριος διόσκορος,Aphrodito,"νοννα, διοσκορος, νεμεσιανου, ασκληπιος, δωροθεου, ",,[]
TM 36707,nan,letter,AD 500 - 599,ἐ ιστῃ ὥρᾳ ἐν ᾗ ἀπήντησα τῷ μεγαλοπρεπεστάτῳ κόμετ σχολαστικῷ ἑρμογένει οὐκ ὀλίγην ἀγακτησιν ἐποίησν περὶ τῆ ἀσφαλισθείσης ὡς μὴ παραμπεμφθείσης ἕως νῦν καὶ νῖπον ὡ ὑμετέρας οὐκ ἐποιήσαμεν τοῦτο καὶ παραχρῆμα ἔγραψεν πρὸς τὴν σὴν ἀδ ὁ μεγαλοπρεπέ κμες μετὰ γνώμς τοῦ σοφοτάτο σαστικ ἐπιτρέπων ἐκμπέμψα αὐτὴν διὰ ταχέως καὶ αὐτὰ τὰ γράμματα ἔπεμψα αὐτῇ παρες τῶν γραμμάτων πάραυτα ἐκπέμψατε αὐτήν ἐνταθ δ τιν ὁ ἀδεφὸς αὐτῆς δυσφημῶν ἡμᾶς πάνυ,Aphrodito,"ερμογενει, ",,"['παραμπεμφθεισης: παραπεμφθεισης', 'εκμπεμψαι: εκπεμψαι', 'σοφοτατο: σοφωτατου']"
TM 36709,nan,declaration,AD 500 - 599,ετὰ πάσης κ τοῦ καγκελλαρί καὶ ἀφαιρον τὰ γενήμ ν ι σεσυρωμένα τῇ ταλαιπώρῳ μο γυμνῇ ψυχ ὸ μισθώταις καὶ πρὸς εἴσπραξιν τῶν δημοσίων καὶ οὐκ ῃστρικῆ καὶ δυνατωτρων προσώπων παντὶ σχήματι ατα αὐτῆ ἐκτελέσαι κ ἁρπάξα ὅθεν ἐξορκίζω ὑμᾶς κατὰ τῆς ἀθανάτου έων καὶ αὐτῶν τῶν δεσποῶν ἡμῶν καὶ πάσης τῆς ἐπαρχ ὶ τῆς σωτηρίας τῆς ὑπὲρ άντα μὴ παρορᾶν ἐμὲ μήτε τὴ λάζασθαι καὶ ἀποθν ης ὅπως τούτου ῶ ὑπερευχόμενος τῆς δῆς ὑμῶν καὶ σωτηρ θόνο οἴκου ντος δέσποτα ημωτα κὶ,Antinoopolis,,,['αφαιρο͂ντες: αφαιρουντες']
TM 36713,nan,administration,AD 548,ἰωάννῃ φοιβάμμωνι ιγ ἐν κέρματι εἰς ἀνινό δ σενοθ ψοίῳ νομεραρ παρασταθμ το ωσηφίῳ δημοσ εἰς ἀντινόο απαο πκαηο ἐν κέρμι τιμ μέλιτ ποαμκηλ εἰς ἀντινόο ἀπολλῶς φρουρῷ εἰς ἀντινόο ἰσιδώρῳ σιγγ προφά δη β κβο εἰς εὐφροσυνων οἴνο κατομερ gaplines ἐλπιδίῳ σιγγ gaplines εἰς λύκων προφάσει το κόμ πλοτι σιγγολλαρίῳ τῷ κυρίῳ ἰωάννῃ ῥιπαρ,Aphrodito,"ιωαννη, φοιβαμμωνι, σενουθου, ψοιω, ιωσηφιω, ιωαννη, παπαουτ, πκα, πουαμκηλ, απολλως, ισιδωρω, κατομεριδ, ελπιδιω, πλουτι, ","εις αντινοκου, εις αντινοκοκυ, εις αντινοου, εκικςκ ευκφροσυνωνκ, κατομεκρκιδου, εις λυκων",['ευφροσυνων: ευφροσυνω']
TM 36715,nan,administration,AD 539 - 540,παπηες δημοσεύων κ α πανίσκο το βοηθ ᾠ ρν κ β εἰς τοετὼ το κόμυτι θεοτέκνο ᾠὰ σ κ β δ ἐν κέρματι δ ἐνὼχ παρακλη κ α ὁμοί ὀρνιθίων κ κ  τιμ χοίρ τῷ ἐπισκ δ λαζάρο β ιβ ὁμοί ὀρν β προμαὼς μοσ εἰς ἀντιν κ α δ χαρισίο κ δ κ β τῷ σεβαροτ κ α δ σερῆνος κηλίτ κ γ,Aphrodito,"παπηες, πανισκου, θεοτεκνου, ενωχ, παρακλη, λαζαρου, προμαως, χαρισιου, σερηνος, ","εις τοετω, εις αντινοου",[]
TM 36716,nan,account,AD 500 - 599,φαμενώθ παῦνι,Aphrodito,,,[]
TM 36720,nan,account,AD 500 - 599,gaplines,Aphrodito,"βικτωρ, χρηστου, ",,[]
TM 36721,nan,account,AD 500 - 599,γνῶσ χρυσίο τῶν τ οὕ βίκτωρ χη ἱερημί ἀδρια τρ ἰωά ρνηλίο στρατιώτ χρυσοχ χαλκ βαφεύς,Aphrodito,"βικτωρ, χρηστου, ιερημιας, αδριανος, ιωαννης, κορνηλιου, ",,[]
TM 36728,nan,account,AD 500 - 599,βανίπης ἐλαίο οργ α,Aphrodito,"ωρβανιπης, ",,[]
TM 36729,nan,account,AD 500 - 599,τόπ φηρκο,Aphrodito,,τοπου φηρκο,[]
TM 36730,nan,account,AD 500 - 599,gaplines ἰωσῆφις παπνοθί ἱερημίας πρ καὶ κῦρ κορνήλος πρεσβ κλ ἑρματος διδύμο κλ ἰωάννο δ χρηστ κλ κρτίστου κωστάντιος μουίο καὶ πονιτος ἀνωμερίδ gaplines κλ ἀβρααμίο σάκκου,Aphrodito,"ιωσηφις, παπνουθιου, κυρος, ιερημιας, κορνηλιος, ερμαωτος, διδυμου, ιωαννου, χρηστου, κρατιστου, κωσταντιος, μουσαιου, πονιτος, ανωμεριδου, αβρααμιου, ",,[]
TM 36731,nan,receipt,AD 500 - 599,ὺρ ιθ ὁ ἐνδοξ πάγαρχος δ ἐοῦ κολλούθου ὑποδέκτ διάγραφον,Aphrodito,"κολλουθου, ",,['εου: εμου']
TM 36732,nan,receipt,AD 500 - 599,χμγ δ ἐμο φοιμμων προνοητ,Aphrodito,"φοιβαμμων, ",,['φοιβαμμων: φοιβαμμωνος']
TM 36734,nan,receipt,AD 500 - 599,πληρωτικὴ ἀποχή ἐκφόρια,Aphrodito,,,[]
TM 36735,nan,contract,AD 500 - 599,gaplines εἰρημένο ἄπα ἀπολλῶτ σδίκο ὁμοίως ἀλεξανδρείας ὥστε gaplines ν τοῦ ἁγίου ἀββᾶ ἐνὼχ τοῦ γραμματεου τῆ ἔγγραφος ὁμολογία διʼ ἐμο ύρου νο νης χαρισίου,Aphrodito,"κυρου, ιωαννης, χαρισιου, απα απολλωτος, ","αλεξανδρκειας, μοναστηριον του αγιου αββα ενωχ",[]
TM 36736,nan,contract,AD 514 - 527,μίσθωσις μίσθωσις σακίου νομικ,Aphrodito,"ισακιου, ",κληρου βε,[]
TM 36737,nan,contract,AD 500 - 599,gaplines τι τῶν κληρονόμων παρμούθο κρ θεσία τεϊαε σὺν παντὶ αὐτο τῷ δικαί,Aphrodito,"παρμουθου, ",τοποθεσια τειαε,[]
TM 36738,nan,contract,AD 500 - 599,μίσθωσις ἐν τῷ κλήρῳ τρεγητος,Aphrodito,,εν τω κληρω τρκεγκητος,[]
TM 36739,nan,contract,AD 500 - 599,σι κατὰ τὰ ὅρια καὶ εἰς βορρᾶ ἕ ρορῶν κληρονόμων ἰωάννου μα ο ἕως τῆ λιβικῆς γεμαapostrophe κυκλώθεν α ἔχειν ὑπʼ ἐμὲ εἰς βοσκὴν καὶ εἰς κα ὑπὲρ μισθο ἤτοι λόγῳ φόρο χρυσοῦ νο μίσματος καὶ σίτου ἀτάβην μίαν μ σθωσ κυρία ἔσται κ βεβαία καὶ ἐφʼ ος ἑρμαῶτος ὁ προκ μίσωμαι ὡς τῇ μισθώσει ἀκούσα ὰ τοῦ θεμ,Aphrodito,"ιωαννου, μακαριου, αυρηλιος, ερμαωτος, αυρηλιος, ",,"['βορρα: βορραν', 'κυκλωθεν: κυκλοθεν']"
TM 36741,nan,contract,AD 500 - 599,ἰδίοις ἀναλώμασί τε καὶ αὐτοργήμασι,Aphrodito,,,[]
TM 36742,nan,contract,AD 500 - 599,οσίων πάντων ἐν στῳ κ χρυσικοῖς,Aphrodito,,,[]
TM 36745,nan,other,AD 500 - 599,ὄγδον ὄγδον,Aphrodito,,,['ογδον: ογδοον']
TM 36747,nan,other,AD 500 - 599,ῷ ἐνδοξ δουκί,Aphrodito,,,[]
TM 36748,nan,contract,AD 500 - 599,ἔδοξεν μεταξὺ ἀλλήλων εἰς σύμβασιν διελθεῖν ἐπὶ τοῖς ἑξῆς συμφ ἐφʼ ᾧ τὸν εὐλαβέστατον διάκονον ἔχειν κατʼ ἐμφύτευσιν ἐφʼ ὅλον τὸν τῆς ζωῆς ταύτα τα εἰρημέν τερα ἄρουρας,Aphrodito,,,"['τα: τας', 'τεσσαρα: τεσσαρας']"
TM 36750,nan,contract,AD 500 - 599,σανσνεῦς ἰσακίο ὁ πρ μεμίσ ἐγρ ἐμο ἀρααμί,Aphrodito,"σανσνευς, ισακιου, αβρααμιου, ",,[]
TM 36751,nan,letter,AD 500 - 599,καὶ ἐν ἀλεξανδρ τυχὼν,Aphrodito,,εν αλεξανδρεια,[]
TM 36754,nan,other,AD 500 - 599,φοιβάμμ ἀπὸ ἀνταίο εὑρεθεὶς ἐν ἀ ὐρήλιος παπνού,Antinoopolis,"φοιβαμμων, αυρηλιος παπνουθιος, ","απο ανταιου, εν αντινοου πολει",[]
TM 36755,nan,contract,AD 500 - 599,κολλούθο εὶβ ἰσακίου,Aphrodito,"κολλουθου, φειβ, ισακιου, ",,[]
TM 36756,nan,contract,AD 500 - 599,ἐβεβαιώσατο πρεσβυτέρου,Aphrodito,,,[]
TM 36759,nan,contract,AD 500 - 599,κόνων,Aphrodito,"κονων, ",,[]
TM 36760,nan,contract,AD 500 - 599,ζημίαν ἐν τάξει παραμυθ καὶ ἐνεχύρου,Aphrodito,,,[]
TM 36778,nan,petition,AD 567 - 570,χ rhocross ἡ θεία πρόνοια καὶ ὁ φιλόχριστος ἡμῶν βασιλεὺς τὴν ἐξοχ τάτη φιλανθρωπίαν ἅτε δῶρο πανταθλίᾳ θηβαΐων χώρᾳ ἐχαρίζατο θεσπίσ τηξ ὴν ἄρχειν καὶ ὡ ἱκανὴν οὖσαν ἀναστεῖλαι τὰ πικ θηβαίω δικήμ το μαθόντες ἀκριβῶς παρὰ πόδα τῶν εὐκλεῶν ὑμῶν ἴχνων κυλινδονοι ἥκαμεν προδυρόμενοι διδάσκοντες τὸ κα ἡμᾶς πρᾶγμα ἐν τούτοις ἔχον τῇ γὰρ πρώτῃ ῶν εἰσό ρὰ τὸ φοβερὸ ὑμῶν ἔνδοξον ὑμῶν δικαστήρ ρησα ίοτες ὑμῶν τὸ ὕψος οὐκ εὐπορήσαμεν ἐξειπεῖν τὴν περιπέτειαν π κὰ φλωρέντιον τὸν καθοσιωμ στρα πραγμτ καὶ τὰ παρʼ ἐκείνο ἄφατα δεδρακότα ἡμῖν κκὰ καὶ κ τῇ ἀπεριστάτῳ κ χηρεούσᾳ ἡμῶ παντα πόλει ἀνταίου ἀπεστομίσατο γὰρ ἡμᾶς ενδοι ος τὸ ἡμῶν λόγον ἀπέκλειεν οἷον ἃ σκάτα νύκτι πεποίηκεν τοὺς αφοφθεγγος τοῦ ἡλίο διὰ τοτο τοῖς εὐτελέσι τούτοις καὶ προσκυνοῦσι γράμμασι αὖθις ἀπαγγέλλοντες ἐχρησάμεθα βουλόμενοι τὴ ῶν φιλαν πάντα εἰδέναι τὰ καθʼ ἡμᾶς άσκο τοίνυν τὴν ὑῆ ὑμῶν ἐξουσίαν ὡς ἐν τοῖς προοιμίοις τ εἰς τὴν μῶν πόλιν αὐτο ἐπιδημίας βικρίο ὄντος ν ἐν τῇ πόλει ἀγραεόντων ὁ στρ τοῦ ἀριθμοῦ τῶν γενναιοτ σκυθ συνη inlineτοτων ἀλιτηρίντ αλιτηριους σαρκηνῶν σαρκηνου τῆς όξου ὑμῶν ἐπιδίας ἅτε δη ὡς ἀναστεῖλαι πᾶν ἄδικον κ πᾶν πονηρὸν ἀνατρέψαι ἐχάρημεν οἷον οἱ τότε ὄντες ἐν τῷ  ἐκδεχόμενοι τὴν το παροσίαν καὶ ἐμείναμε κελεηθῆνα ἐπεὶ ηηδη τον μ τ δεύτεροι καὶ τιμι εκτον μεν ληστων ἀφʼ ὧν ἐπιβαλῖν ἀνέχουσιν ἡμερίων καὶ τὰς προσθήκ τοῦ μοσίο παρὰ τὸ προνόμιον καὶ ὁ δανιστὴς αὐτὸς φλωρέντιος κ οἱ τούτου παρόμοιοι πάντων τῶν ἑαυτῶν κατακυριεύειν ἴσχυσαν διὰ τὴν ενο λιν τοῦ χρυς σί λ ξ οἴ ἀγι ρ ιβ ι ἄλλας σ δη ζ ος νοις τοῖς κτήτορσι τοῖς ἀθλίοις κ εἰς γ μνα σχεδὸν νο ἀναλίσκουσιν αναλισκει πάντα τὰ αὐτο γεν ἐκ τοτο ηυ ροσθηκ εἰς δημόσια αὶ του προστάτα δανε ἀποκρίνεται εἰς τὴν καύττη γὰρ μέτρ καθέστηκεν κ ανητραπη χώρα πλῶς κ τοῦτο διδάσκωμεν τὴν ὑμῶν ἔνδο φιλανθρωπίαν ὡ ῶν ἀλιτηρ βλεμύων βαρβάρων ἐπὶ τῶν πάλαι ἡμῶν γονέων παραλαβ εἰληφότων ν καὶ πορθησάντων δεινῶς οὐκέτι ἀπὸ τῶν χρόνω ἐκείνν η ἀθλία πόλις καὶ ἡ ταύτης εριπρακτορία οτων αὐτῆς ἔκτοτε γὰρ τὰ βασιλικὰ ἡμῶν δημόσια λοτρ έγιστα ἦσαν έχ ῆς δεῦρο ἔστι δὲ νῦν πριβάτιον λουτρὸν ἐν τῇ πόλει χρηματίζον τοῖς πένησι λουομένοις τῶν νουμων κ ἀφʼ ἧς εἰσέβη ἠρας τὴν πόλιν ὁ εἰρημ φλντι ὑποκλινυτην πυεως ὅτε λου μετακος γε πρὸς αὐτὸν ἀπήειμεν κ ἡμεῖς λούεσθαι θέλο ἐξ απελ ἀναξεις μιᾶς εὐσημεί πανηγυρικῆς ἁγίας ἡμέρας καὶ οὗτος οὐκʼ κνησεν ἐλθεῖν του κ τὰς αἰσθῆτας ἡμῶν κατασαμινθεῦσ ἤτοι κολυμβιτεῦσαι καὶ ἀσχημονῆσαι ἡμᾶς ἐπὶ τὰ ἴδια βαδίζοντ,Antinoopolis,"φλωρεντιον, φλωρεντιος, φλωρεντιος, ","τη θηβαιων χωρα, θκηκβκαιων, τη πολει ανταιου, των σκυκθκων, σαρακηνων σακρκακκηνους, βλεμυων","['και: και', 'καθοσιωμενον: καθωσιωμενον', 'χηρεουσα: χηρευουση', 'εχαριζατο: εχαρισατο', 'προδυρομενοι: παροδυρομενοι', 'δανιστης: δανειστης', 'διδασκωμεν: διδασκομεν', 'νουμιων: νουμμιων', 'ευσημειας: ευσημιας', 'αισθητας: εσθητας', 'επιβαλιν: επιβαλειν']"
TM 36779,nan,petition,AD 500 - 599,ν βιαίως μῶν υἱῶν διδάσκω ευουσιν ς ἐμὸν οἶκο κατ οῦ φ,Antinoopolis,,,[]
TM 36780,nan,petition,AD 500 - 599,καὶ ὁ β πελικα αλιαρτο αιτηταις τουτ,Antinoopolis,,,[]
TM 36781,nan,petition,AD 500 - 599,θηκὼς ὑπὸ τν ουμενα τῇ επ ης καὶ οὗτος ου τῶν συνδί θεστ,Antinoopolis,,,[]
TM 36782,nan,petition,AD 500 - 599,αλπ οἱ δευ ὁ γα α γὰρ τα πρω ὐτῆς εἰρένης κώ αίθει τηατος τῆς ῆς ἀφροδ κώμης π ον καὶ ος βίου π οῦ ποιμέν αὐτοῦ τ ον τὰ τὴν ν οἰκίαν,Antinoopolis,,"τανυαιθει, της αφροδιτης κωμης",[]
TM 36783,nan,petition,AD 500 - 599,ῷ ὁσιωτάτῳ κ  δέησις κ φημεῖται ἐν ἅπ,Antinoopolis,,,[]
TM 36784,nan,petition,AD 500 - 599,ο ναην παρ ν πολλὴν βλβην κ ὸν τοῦ εἰρημένο ἀλλοτριοθαι τῆς ,Antinoopolis,,,[]
TM 36785,nan,petition,AD 500 - 599,τινόο τα εως ε καὶ παντ λλῶν ἀεὶ πρατσι η προειρημ αοδ ἁπάσης ἀνωμοσς καὶ,Antinoopolis,,αντκινοκου,[]
